shopid,userid
148045360,193815377&20601955&135784520&202166245&135784520&202166245&206005377&3372383&6344472&99093117&6344472&99093117&116441224&6344472&99093117&116441224&189891353&71297139&208840601&211307859&71297139&164638325&208840601&211307859&79419297&90415626&95489671&79419297&95489671&214951698&13840361&15750423&120640882&183398716&1319350&156676612&178484290&203619683&1319350&126996073&156676612&178484290&203619683&1319350&67562409&126996073&156676612&178484290&203619683&6274969&6443961&27841430&95800638&179532802&6274969&6443961&27841430&93466798&95800638&179532802&27841430&77028221&93466798&179532802&27841430&77028221&93466798&101138026&27841430&63575808&77028221&93466798&101138026&27841430&35239153&63575808&77028221&93466798&101138026&27841430&35239153&63575808&77028221&93466798&101138026&35239153&63575808&94781230&101138026&13840361&69458674&115166044&190585899&198766749&13840361&23571007&34055553&56933602&215452216&13840361&23571007&34055553&56933602&215452216&13840361&23571007&34055553&56933602&60882635&215452216&13840361&23571007&56933602&57373956&60882635&215452216&11497800&23571007&56933602&57373956&60882635&215452216&36245942&50167978&89287963&130678144&196015381&215152780&33982636&50167978&89287963&130678144&196015381&215152780&33982636&50167978&102548546&118074256&136440149&177070298&33982636&50167978&102548546&118074256&136440149&177070298&33982636&50167978&102548546&116930826&118074256&136440149&177070298
148818879,20962229&141164766&125128256&110489903&7936666&38708385&99174939&56627364&84765125&93635286
148821394,215126742&6818554&13167759&100815355&173653991&19952484
148856653,199382229
148866409,72428462&77301184&55514477&215062295&121670522&54612504&95407854&54612504&54612504&54612504
148917764,77156816&163256248&5338505&55891942&5338505&6263477&55891942&32484616&104318201&2326379&36476351&2326379&36476351&116026654&174911434&214713076&70239953&209685992&67070041&82989109&164650130&7946468&139532868&186467515
149160743,172934179&167688448&209850010&203341435&1821079&111243032&51955644&23570007&19042588&69309759&89174448&12948780&3918264&107800461&3918264&181964501
149193495,133632892&76016761&138961764&198228764&91523104
149299692,197012000&78280359&473409&13219935&116968777
149457939,75834760&62985692&124027151&178656368&67919269&144688230&10658330&150107847&207992237&86074717&199708511&199708511&129960724&180399037&123878136&95464409&66389602&3680663&200227579&183776780&215482613
149465143,3263947&59073496&76478181&151986664&209854852&214647795&59305985&59305985&59305985&64232218&6618806&195345422&6618806&195345422&200257731&198131209&213533894&198131209&213533894&214927437&70442095&213533894&214927437&45213877&118553363&45213877&117565818&34138258&45213877&117565818&132726647&209785128&27693642&190206905&63074819&109786483&134128173&210131409&134128173&199030354&9071855&134128173&199030354&9071855&82589874&41950599&116352742&145692427&215375254&139118048&145692427&215375254&65724484&113140942&123860426&190077746&123860426&178178971&190077746
149773537,20795035&155441025&1686260&44764054&30800106
149773657,98620510&103396896&36884584&7278545&171137159&26968630&859833&106458017&47760654&16620535&106603048&181356259&3711435&116795450&48471148&213314833&29168895&215034720&158475842&6129911&123947200
149776350,26616429&172008161&60045011&1149151
149779841,22059&89280513&30693
149828485,208420663&3999463&58611005&8151100&1582191&8151100&1582191&8151100&19262337&139590&34025854&139590&26058795&34025854&59697095&157266997&199403302&5691659&14307179&16689007&116777412&16689007&56468037&116777412&7117756&160731900&3445542&7117756&160731900&19862374&21354485&51207418&104131001&180452840
150138574,211981586&46338157&42360827&81530145&52060864&52060864&167219610&208764534
150138583,155984571
150218066,104357131&118213268&44492950&214561300&53632939&214754972&187254937&28353557&182873107&31290526&183352437&210656515&17257874&183895908&40642231
150526730,108214177
150553948,113178578&189801921&915048&59305291&162477059&59305291&26388423&140879862&59305291&59305291&33933236&41958446&99860903&105132241
150634541,29716171&209177527&23235285&23235285&1745621&23235285&25728450&210595201&18013093&137774492&102196511&168186791&70325435&100852985&70325435&100852985&198221762&102887904&146861700&193479683&198291781&35844362&67565512&89604903&20183426&35844362&67565512&89604903&20183426&56257603&67565512&89604903&3760943&97903372&169364347&53241540&191698270&201110087&40964592&53241540&191698270&201110087&40964592&53241540&131129353&201110087&64309168&180664178&199054708&45560568&64309168&180664178&199054708&96140998&119167240&177346696
151184191,12696428&139982296&7500457&50967&22219853&19493015&19042588
151208650,1189402&41598204&235179&41598204&33960202&117428558&50120588&113389961&113389961&117428558&57476569&170916038
151334461,125965464&26107753&166093334&199867826&97502068&159235056&152175142&152223356&197616130
151343326,126359948&143892449&98773007&198216018&212903127&113333879
151349322,47103282&125558518&31890024&115370633&122556362&148605288&157419773&76274623&215331111&215331111&184136726&215331111&39000141&148106035&39000141&86390889&148106035
151556698,169671453&322034&103323244&77368672&176990975&11741091&77368672&176990975&26015527&154373307&158978343&26015527&115534976&154373307&158978343&69307726&74665277&84823303&15197770&160947561&209045104&15197770&160947561&209045104&215453931&85398&28118182&209045104&215453931&19720887&82471735&163552407&19720887&163552407&195977795
151695962,174393539&61777309&96421181&121645307&59845610&59845610&59845610&142750548&164611090&171907816&135146278&209068994&16125759&70366837
151864469,96091212&180047459&194131981&154042774&205413565&213197254&96673543&111219774&205413565&12317140&18030232&106379106&2386582&13739380&170998921&107317719&160533456&175355414&19586830&38982221&172875514&104224090&115436861&151928160&62763839&88266782&197172360
151865497,84713425&1207988&11713179&84713425&209460565&48681176&31696275&31696275&50273200&203619912&213777008&72607563&203619912&213777008&53597253&97514653&97514653&177015999&177015999&206941090&58509973&206941090&58509973&193736546&206941090&21321593&58509973&193736546&21321593&68514542&193736546&21321593&68514542&199017264&68514542&157910256&199017264&40731983&141974809&33089842&51351714&21709967&33089842&51351714&61476326&213725199&20230706&61476326&20230706&61476326&191600045&11903996&20230706&191600045&11903996&23955968&11903996&23955968&176960050&16795242&23955968&176960050&1278548&16795242&121211206&77928719&210446206&10024346&118414901&10024346&89013005&118414901&4019929&72456985&4019929&5609849&72456985&5078194&9069878&17849531&132528471&60031047&187836479&92856656&194707713&33523173&92856656&33523173&92856656&129805968&33523173&129805968&33523173&129805968&138576604&84713425&129805968&138576604&987067&51175718&87913043&987067&26989920&51175718&87913043&26989920&47367873&215259386&47367873&179477325&215259386&86578973&179477325&215259386&78738783&86578973&179477325&215259386&43800658&78738783&86578973&43800658&60082371&62294527&21258756&86420236&182689294&12575989&21258756&86420236&31166730&61825912&109799260&14150746&31166730&61825912&109799260&69662201&172842336&212420491&69662201&212420491&214909215
151937807,135085451&130107366&37932325&19443018&11604812&78880662&18209533
152234237,36097212&36097212
152249440,112400423&100861107&169343724&58309851&3483458&115784953&95087902&38925250&90925575&201404456
152249871,145478832&58387683&72456985&94777320&93467245&166185970&85998971&107647304
152460799,34112079&163175552&452681&145876501&125090674&70514702&8002328&103171636&9826114&36992116&72912897
152569117,51717773&273846&1777482&702455&15418071&102239950&102239950
152871252,127251627&65410126&105101923&211729137&211729137&176358624&197776808&197776808&204577278&197776808&204577278&66124486&204577278&4104358&75816609&95160156
152909391,91068936&187532847&57330951&29376049&135466791&135466791&107127951&132975906
152911194,2647464&126982610&126982610
152911385,166358305&107412050&214218369&483782&79809926&47449631&83908702&99293333&95702362
152911441,198509384&200658478&134050095&35126206&163200427&102233041&85391653&42255058&102229937&114146134&48110402&27425318&27085086&18379165&65945647&17252533&179477325&68304622&126537799&183895344
152911522,215169091&121336036&215315717
152973898,103471729&204835369&105184643&103691921&137511264&103477618&23921872&1644283&62014082&14451830&150363022&4284610
152973978,86482541&18262767&79305183&191440853&13811890&5608128&37925725&120186765&5293458&185387042&185387042
153125715,42333842&196427837&2129660
153206786,212051007&45638203&65760879&200526623&26983032&210950004&135506528&154369164&37819165&118587763&9916321&89598125
153294173,21135447&178934614&179539030&100095706&190272234&92861878&140061305&81855545&41667091&12915276&4187023&65433189&198329128&114917323&65148197&204118893&57702068&155456971
153311525,150642984&102305535&50884886&93417497&46029050&187202063&194156203&8410707&189811843&19301703&81495946&76544571&86906928&37914843&31401908&96166006&724892&98364746&99107113&153618550
153335627,111390406
153335722,82272155&145628114&118275576
153410043,497779&212453662&497779&96175317&26192808&177322312&7907298&214659024&7907298&19796934&214659024&96975915&188066288&96975915&129683064&188066288&7017077&205918952&7017077&17247212&205918952&17247212&43532568&205918952&17247212&43532568&70234652&5005505&70234652&215905&15651754&215905&15651754&40105293&389738&29261173&33111793&76016761&185360539&88682025&104743421&79132992&88682025&79132992&82069805&19451268&41924164&180594980&6527510&19451268&180594980&14368809&59485535&182164254&3240883&14368809&59485535&182164254&3240883&64045192&186433466&64045192&88243842&92069042&23858970&35877513&173065663&35404168&189682639&213460119&9763561&30725967&90241683&20575981&186030848&211513057&9778504&20575981&186030848&211513057
153444897,169948888
153457422,186407373&103205533&77482304&185788917&210873098&6796018&45290804&59491857&246642&113497976&205292&6884463&174777835&210868463
153512088,140784530&149831485
153514330,152408691&212526934&173166667&58900592&144115333&74635855&122526903&74635855&122526903&187003539&173854973&215304041&105163758&173854973&105163758&173854973&211793631&105163758&128705463&211793631&119628010&128705463&9066254&119628010&9066254&119628010&176146510&330877&195458540&154111000&160617610&18144051&75717832&18144051&75717832&179294862
153672697,214778616
153745158,153970490&156167878&177407194&178144402&91720728&99621093&13553403&194735767&142987361&71084586&2708882&66887507&8129847&36586370
153746042,117799223&62668550&54220843&164150446&54114160&102915111&256846&119072486&104749962&7489734&7489734&7489734&81487716&97502068&190022132&29056869&97502068&190022132&58762699&94271161&58762699&94271161&214565483&88861571&121494656&178954039&26360390&54334542&204106755&2726221&26360390&54334542&204106755&2726221&26360390&151935214&204106755&89007621&96896353&161365247&19491367&89007621&96896353&161365247&19491367&96896353&161365247&194467662&94560281&103312417&173125244&94560281&103312417&173125244&213341688&103312417&108212318&173125244&213341688&14669009&45126805&57000100&2841948&14669009&45126805&2841948&14669009&45126805&169888591&13724911&81790559&169888591&13724911&68734705&81790559&13724911&68734705&81790559&128555219&104942152&137298582&205848696&59920840&103235709&168591385&59920840&103235709&168591385
153849290,100346650&204925476&100346650&198221762&204925476&100346650&198221762&204925476&51462165&64220516&163834253&174432621&182422255&51462165&62855088&64220516&163834253&174432621&182422255&51462165&60017456&62855088&64220516&163834253&174432621&182422255&12943372&51462165&60017456&62855088&64220516&163834253&174432621&182422255&12943372&51462165&60017456&62855088&84638299&163834253&174432621&182422255
153911404,107538493
153966647,114848290&158414546&44742163&59336955&65537565&148561181&148561181&121741937&148561181&89873283&121741937&89873283&119633708&121741937&70425708&214470526&62185136&214562598&125529711&174524880&36027&23287070&36027&23287070&122306846&192327639&192742152&30783799&45345215&3307496&64955497&81503410&1742658&3307496&64955497&81503410&1742658&57405377&73130398&110949746&908462&27916023&70900210&908462&70900210&75659347&88415793&104027764&154395864&104027764&154395864&209260936&69294147&78478720&107684591&10515703&69294147&78478720&107684591&10515703&34611952&78478720&16795694&82212096&119223263&23287070&60427204&68454338&62985692&162706344&191178095&62985692&113295280&162706344&191178095&57357718&63618497&208130750&57357718&63618497&97004152&208130750&35672079&42865691&47712385&55648041&80882226&94913669&54397393&55648041&80882226&94913669&119437222&162700334&202219215&33378880&60441028&61893096&33378880&60441028&61893096&13264026&49150347&107690298&134369936&13264026&18466442&49150347&107690298&134369936
154074176,45196066&76917311&45196066&46810268&76917311&1879136&95793450&115689260&206065815&37419840&115689260&37419840&37570144&115689260&96673543&120008110&88837758&96673543&120008110&23542917&182005889&23542917&177524343&182005889&6147989&6902215&133557204&6147989&6902215&133557204&189571135&32828750&49473737&101261581&192671823&32828750&49473737&101261581&154207782&49473737&55003272&101261581&154207782&49473737&55003272&101261581&154207782&23456376&55003272&101261581&154207782&23456376&55003272&76951333&154207782&23456376&55003272&76951333&82932262&154207782&1075669&69098422&146623719&177064294&1075669&69098422&146623719&177064294&213479212&69098422&142617381&146623719&177064294&213479212&69098422&87599098&142617381&177064294&213479212&69098422&87599098&97858192&142617381&177064294&213479212&43532568&87599098&97858192&206857298&43532568&83553861&87599098&97858192&206857298&2882668&43532568&83553861&87599098&97858192&206857298&2882668&83553861&108485738&206857298&2882668&83553861&108485738&206857298&211735243&2882668&21114426&83553861&108485738&206857298&211735243&781461&4917609&30166678&136869652&781461&3299749&4917609&30166678&136869652&13232852&14149895&41475334&135749607&13232852&14149895&41475334&100787568&13232852&14149895&41475334&100787568&178188788&14149895&41475334&100787568&178188788&210961717&14149895&41475334&100787568&164163077&178188788&210961717&65129646&164163077&178188788&210961717&65129646&118439182&164163077&210961717&60201993&65129646&118439182&147245437&60201993&65129646&76129305&118439182&147245437&60201993&65129646&76129305&106720664&118439182&147245437&60201993&76129305&106720664&118439182&147245437&28980207&60201993&76129305&106720664&147245437&28980207&60201993&76129305&106720664&147245437&169759908&25936559&28980207&76129305&106720664&169759908&173658&3630808&44909527&148269651&180303131&173658&3630808&44909527&112190569&148269651&180303131&12157630&53121761&54564543&122879659&214744457&987067&12157630&53121761&54564543&122879659&214744457&987067&53121761&54564543&122879659&148760902&987067&53121761&54564543&122879659&148760902&987067&53121761&54564543&148760902&156095195&987067&53121761&54564543&148760902&156095195&168559181&987067&148760902&156095195&168559181&172251490&148760902&149169070&156095195&168559181&172251490&20319903&85214375&149169070&156095195&168559181&172251490&20319903&85214375&149169070&168559181&172251490&202995226&20319903&31683974&85214375&149169070&172251490&202995226&74944&20319903&31683974&85214375&149169070&172251490&202995226&74944&20319903&31683974&33033241&85214375&202995226&74944&10221040&20319903&31683974&33033241&85214375&202995226&74944&10221040&12999083&20319903&31683974&33033241&85214375&202995226&74944&10221040&12999083&24097579&31683974&33033241&202995226&74944&10221040&12999083&24097579&31683974&33033241&43460477&202995226&10221040&12999083&24097579&33033241&43460477&88243842&4178784&6847538&15457690&61084860&133085301&152833407&4178784&6847538&9483293&15457690&61084860&133085301&152833407&4178784&6847538&9483293&15457690&61084860&89901796&152833407&1425172&2483065&32937569&34797536&85120713&190903080&1425172&2483065&32937569&33446964&34797536&85120713&190903080&1425172&2483065&31696275&32937569&33446964&34797536&85120713&190903080&1425172&2483065&31696275&32937569&33446964&61925180&85120713&190903080&247137&31696275&32937569&33446964&61925180&85120713&190903080&247137&31696275&33446964&61925180&71298029&190903080&3344158&27405629&112905720&155939754&168608830&202984273&63391127&104217514&121567682&135808960&136010420&192181428&63391127&104217514&121567682&135808960&136010420&192181428
154408501,160691736&117098413&130271247&6884463&134886813&166862466&91357715&179218696&188008484&160470613&201345128
154580121,15963675&126670533&162882883&120482577&16136969&124452164&40896954&173225116&3273481
154676676,178090772&140521450&20644959&112066081&1482952&116218517&133533757
154843675,214778616
154844115,76989910&47394485&22047196&95443235
154878985,101837416&40748662&163391713&214218369&139778764&215288791
154885383,172103688&9106274&201359&4143406&7143897&192015664&202618229&19679705&196118654&84792724&18052373&207120444&177322312&136942649&30363833&41652195&125609272&129682486&64049257&80022509&56092127&1873144&104516362&182800426&214605402&169907809&92425904&4833779&115898440&208279247&1176650&86626909
154928691,201516025&158564591&158564591&50167978&201152212&50167978&122592171&201152212&119529225&122592171&201152212
155016230,188431260
155083691,188595064&62300586
155135136,149598816
155145623,55409184&204188572&7841465&48070037&77448521&43083569&54797358&80347383&43083569&54797358&78691651&80347383&43083569&54462613&78691651&8842109&54462613&120968173&8842109&10608472&54462613&120968173&1330811&74131606&150454178&1330811&74131606&161843658&1330811&74131606&161843658
155276248,154571497&2520078&57837413&32892966&31329642&2664925
155299637,147305796&144880012&112632410&56302618&211793631&13385188&163132831
155327913,48376027&116428458&71261655&101504962&41587548&12192871&195860568&30338088&9287318&155880174&41080569&143021118&28919492&49252931&74016288&40105293&162914716&53398345&150642629&18633238&142510910&8956051
156008010,170259602&71150363&117569805&174378772&174378772&92528713&128737250
156045699,195245605&213251947&142788277&171465906&13640977&90311&205877572&87693922&197288019&164969490&130637267&148577654&174866558&14717002&116200878&14717002&20279322&116200878&74781309&115820517&74781309&181613030&100793597&181613030&100793597&181613030&100793597&181565644&9319233&81156463&161785143&33968175&42388812&121875825&1583576&7474101&96090370&14689094&15815086&179272427&29015130&169960484&175355392&6884463&38563675&179658629&6884463&38563675&102328388&179658629&4961551&15635241&17449395&17530443&40646486&104796012&40646486&98630282&104796012&40646486&98630282&104796012&111728000
156049009,76458438&11276673&74842473
156051324,4137301&15752066&137328205&102725802&213916542&57133613&16972561&51763059&204252082&79030978&188184800&41122066&100558739&203082300
156057821,191706580&168010837&109818521&16249889&127444916
156130510,133736669&211685070&39032939&38724032&198139333&41624597&173338430&103348547&25060057&115728946&166390680&154995320
156182045,406176&187142158&14850326&88864429&89300044&109560937&100766387&28645946&125765604&49574455&2768743
156246169,143728427&203346084&63913017&72574209&80417555&116641329&214778616&214778616&214778616
156248768,15037852&14432007&129084826&129084826&36890911&129084826&36890911&191607924&208407203&36890911&64232218&191607924&208407203&64232218&191607924&196955072&208407203&87716&6757564&19206139&19206139&111537821&164250588&111537821&164250588&191683546&82372875&168445663&201009241&198239658&211787391&214868461&26967485&111400809&138812235&8404358&26967485&138812235&10326201&71691572&89029325&10326201&71691572&89029325&97025123&71691572&89029325&97025123&190853754&27662553&76857853&95529699&9855969&153400227&214226824&44131423&115581143&165584520&44131423&86118573&115581143&165584520&30238510&116604215&121530902&3393307&30238510&116604215&121530902&1235042&198088398&205000574&1235042&198088398&202885351&205000574&8989643&52135387&147413963
156352092,214990910&181580005&83661857&194737115&126196312&126196312&93884334&138768517&93884334&138768517&182233591&106408284&181458589&85357141&103322530
156480336,210102613
156498720,210525710&214525526&212673497&214525526&82251878&212673497&214525526&82251878&212673497&214525526&66353414&97717064&214549873&66353414&97717064&210741495&214549873&97717064&125522255&210741495&214549873&125522255&210741495&214549873&214558229&125522255&130756106&210741495&214558229&193769073&198178590&214443887&193769073&198178590&214443887&214579123&66174684&193769073&198178590&214579123&66174684&198178590&211085166&214579123&200570694&211604864&213639489&214589538&200570694&213639489&214589538&214609516&157741315&202643189&210746846&214362553&214627193&214628244&202643189&210746846&214362553&214627193&214628244&214636965&197877294&201650611&210532586&214329772&214628577&214638573&214650910&183313026&197877294&201650611&210532586&214329772&214628577&214650910&183313026&195225287&201650611&210532586&214329772&214628577&214650910&183313026&195225287&201650611&214622441&214628577&214650910&214662602&191895196&212902038&214622918&214644578&214666205&191895196&212902038&214622918&214630207&214644578&214666205&203412324&209830105&214694958&214696229&214702469&200005873&203412324&209830105&214702469&214705486&87383956&200005873&203412324&209830105&214702469&214705486&87383956&200005873&203412324&209830105&212577149&214702469&214705486&87383956&111588031&200005873&209830105&212577149&214702469&214705486&87383956&111588031&200005873&212577149&214697232&214705486&87383956&111588031&200005873&212577149&214697232&214705486&214715479&81311085&97567361&214564240&214731156&214752734&81311085&97567361&213132666&214564240&214731156&214752734&65999766&81311085&97567361&213132666&214564240&214731156&214752734&203594599&210393492&214690138&214761095&214765655&203594599&210393492&213623966&214761095&214765655&203594599&210393492&213623966&214761095&214765655&214774389&203594599&204607595&210393492&213623966&214761095&214765655&214774389&60676841&160736815&214766880&214787642&214791024&60676841&160736815&214766880&214787642&214791024&60676841&160736815&207871349&214766880&214787642&214791024&160736815&207871349&214787642&214791024&214795360&83101705&160736815&207871349&214787642&214791024&214795360&95950064&189721540&195527685&213639489&214865793&214869429&214877273&214882518&95950064&138893790&189721540&195527685&213639489&214865793&214869429&214877273&214882518&95950064&138893790&189721540&195527685&213639489&214466977&214865793&214869429&214877273&214882518&43913847&138893790&189721540&195527685&213639489&214466977&214865793&214869429&214877273&214882518&43913847&138893790&189721540&195527685&213639489&213644459&214466977&214877273&214882518&43913847&138893790&189721540&195527685&206844018&213639489&213644459&214466977&214877273&214882518&43913847&138893790&154561090&189721540&195527685&206844018&213639489&213644459&214466977&214877273&214882518&43913847&138893790&154561090&189721540&195527685&206844018&213639489&213644459&214466977&214877273&214881320&214882518&40444649&43913847&138893790&154561090&175138998&197543652&206844018&213644459&214466977&214881320&214882518&40444649&43913847&138893790&154561090&175138998&197543652&206844018&213644459&214466977&214878065&214881320&214882518&40444649&43913847&154561090&175138998&197543652&206844018&213644459&214466977&214878065&214881320&214898853&40444649&43913847&85181576&154561090&175138998&197543652&206844018&213644459&214878065&214881320&214898853&40444649&85181576&154561090&175138998&197543652&206844018&208622173&213644459&214878065&214881320&214898853&40444649&85181576&154561090&175138998&197543652&206844018&208622173&213644459&214878065&214881320&214896289&214898853&85181576&124892999&197543652&208622173&214878065&214896289&214898853&214908306&97667090&125005597&136277924&189509792&213410244&214901220&214912990&214926439&97667090&125005597&136277924&189509792&213410244&214412069&214901220&214912990&214926439&136277924&189509792&192365116&210264065&213410244&214412069&214912834&214926439&136277924&171438388&192365116&210264065&214412069&214912834&214926439&214934287&136277924&171438388&175680774&192365116&210264065&214412069&214912834&214926439&214934287&136277924&171438388&175680774&192365116&210264065&214412069&214912834&214926439&214934287&214939009&171438388&175680774&186569971&192365116&203011991&210264065&214912834&214934287&214939009&175680774&186569971&191109319&203011991&214911184&214938695&214939009&214940460&214949763&175680774&186569971&191109319&203011991&214911184&214938695&214939009&214940460&214949763&214951055&175680774&186569971&191109319&203011991&208690430&214911184&214938695&214939009&214940460&214949763&214951055&186569971&191109319&203011991&208690430&214690138&214911184&214938695&214940460&214949763&214951055&191109319&203011991&208690430&214690138&214911184&214938695&214940460&214949763&214951055&191109319&208690430&214690138&214735943&214911184&214938695&214940460&214949763&214951055&204420985&208690430&214690138&214735943&214911184&214940460&214949763&214951055&214958569&204420985&208690430&214690138&214735943&214751088&214911184&214949763&214951055&214958569&115219355&127749762&161884131&191766126&194702107&204733509&214637976&215450543&215465412&215489672&215509208&215510352&215516217&215517344&215517374
156589367,183810209&183810209
156733665,15466825&180048851&159705329&57412289&193600938&15466825&51409972&15466825&51409972&57412289&165315057&192419699&5287671&165315057&5287671&192419699
156758135,177169911&128962375
156766195,36839904&19646240&72768797&135213073&177886801&72768797&86197587&205747923&13382534&117802056
156883302,68757133&68757133&68977756&68757133&68977756&68757133&68977756&127299122&5798492&68977756&127299122&5798492&46555059&68977756&127299122&5798492&46555059&68977756&109724827&127299122&755173&5798492&46555059&68977756&93991944&109724827&127299122&16023620&68977756&88042144&188025647&200711350
156995057,124806154&79584867&6695237&150459065
156995951,204919399
157026569,11668732
157607264,112610916&117987681&138270923&117319305&117987681&138270923&144794054&47154104&96373936&124528855&138270923&141421670&47154104&96373936&112610916&124528855&138270923&141421670&47154104&96373936&112610916&117319305&124528855&138270923&141421670
157830762,87702307&188196142&101647803&177500088&173837865&191920808
157855292,203575407&47143434&68124986&15418071&39971190&669769
157907715,159026126&110927199&204674344
157923338,1142516&42947373&182091857
157939195,69563623
158081846,144646671&110506633&19862610&169509939&103042865&62294527&142016060&68304622&63388421&21648646
158090519,29281272&124310417&76956882&76956882
158129579,145884727&11269948&175022459&176871420&168078140&146501887&198597288&199707425&214623711&65845991&214899512&197469507&36932154&274074&16824525&41569530&214983614&1595086&115338531&1595086&115338531&132999094&179314183&182556728&3497845&86223961&3497845&64250831&56351423&57347779&131410029&177418441
158152364,48690303&83192100
158156700,1336779&203934208&103337486&5450708&172098279&100787568&127675076&59920840&154598501&83677421&148762620&97586472&16712944
158312344,115752182&192284236&182097716&167698194&127700409
158329563,56923276
158331319,215058041&96239670&215366865&158292526
158348930,69094256&200319246&198014413&52897745&196114964&16082101&7425482&213394978&170115658&170445183&7243517&41734769&171260602&213078545&40705967&556916&47632915&210524996&111045430
158414176,198232929&101358713&79150062&173141260&109635023&6732174&152723769
158448460,183846723&210879032&135177970&886575&87332138&119566722&175865926&4098129&119566722&175865926&56370105&68272417&125312607&30622174&56370105&68272417&1262878&46893436&113387771&46893436&115931818&112694062&115931818&29955162&112694062&115931818&29955162&112694062&166295946&1168740&65141679&209940194&144863446&209940194&775015&144863446&209940194&494263&181449174&494263&119628072&181449174&7001674&119628072&7001674&90142286&119628072&42889043&72885752&42889043&72885752&211247804&4019929&42889043&211247804&60693545&147050978&33536447&123918073&18089080&33536447&18089080&148864746&18089080&73743487&148864746&16020053&104613218&16020053&104613218&117490596&6000741&86660830&142086545&6000741&86660830&142086545&43868681&83253954&99924596&107178789&43868681&83253954&99924596&107178789&133643056&103678348&107178789&133643056&88121880&103678348&107178789&133643056&34081316&88121880&103678348&121696293&34081316&88121880&120872877&121696293&32904169&34081316&120872877&121696293&1079371&5497569&18124993&56709732&5497569&18124993&56709732&107129696&5497569&18124993&56709732&87136409&107129696&1477894&18124993&56709732&87136409&107129696&1477894&18124993&87136409&107129696&116043950&1477894&33835966&116043950&177775021&233016&1477894&33835966&116043950&177775021&233016&33835966&38228091&116043950&177775021&233016&33835966&37466546&38228091&177775021&233016&33835966&37466546&38228091&177775021&197598810&3766486&16024334&37466546&173863026&197598810&3766486&16024334&37466546&115421364&173863026&197598810&3766486&16024334&78388730&115421364&173863026&197598810&3766486&78388730&115421364&173863026&193132977&42766546&78388730&115421364&173863026&193132977&42766546&56468037&78388730&115421364&173863026&193132977&13413454&42766546&56468037&113178945&13413454&42766546&56468037&87656062&113178945&13413454&30246863&42766546&56468037&87656062&113178945&9977757&30246863&87656062&113178945&9977757&30246863&87656062&95399773&113178945&10628252&87279186&110214499&135560092&641038&10628252&110214499&135560092&233016&641038&16136969&130756998&233016&641038&16136969&130756998&233016&641038&1169737&16136969&130756998&233016&1169737&16136969&130756998&213049030&233016&1169737&130756998&197487034&213049030&233016&1169737&64185301&130756998&197487034&213049030&1169737&20343245&64185301&197487034&213049030&20343245&52777210&64185301&197487034&213049030&36469207&63845309&99564089&105597392&143187209&11745691&36469207&63845309&99564089&105597392&143187209&11745691&36469207&63845309&99564089&105597392&143187209&176479618&11745691&41034662&71963352&100660691&120918859&176479618&182209241&212769119&41034662&71963352&100660691&120918859&176479618&182209241&199829015&212769119&71963352&99371790&100660691&120918859&182209241&199829015&212769119&3678630&71963352&99371790&182209241&199829015&212769119&3678630&99371790&182209241&199829015&212769119&215411207&74114&617035&44982255&105915938&185197173&211715363&74114&617035&40896954&44982255&105915938&185197173&211715363&617035&40896954&106942049&138471566&185197173&211715363&3127620&40896954&106942049&138471566&154747685&185197173&3127620&53747575&93341809&106942049&138471566&154747685&3127620&53747575&88375736&93341809&138471566&154747685&1448759&3127620&53747575&88375736&93341809&154747685&330877&1448759&3127620&53747575&88375736&93341809&154747685&330877&1448759&3127620&12866397&53747575&88375736&93341809&154747685&330877&1448759&3127620&12866397&30445304&53747575&88375736&93341809&154747685&330877&1448759&12866397&27614318&30445304&88375736&89534308&93341809&108218745&330877&1448759&12866397&27614318&30445304&34090373&89534308&108218745&27614318&30445304&34090373&89534308&108218745&142818716&27614318&34090373&39262896&89534308&108218745&142818716&27614318&34090373&39262896&89534308&108218745&119278464&142818716&27614318&34090373&39262896&46695670&119278464&142818716&27614318&34090373&39262896&46695670&96234299&119278464&142818716&39262896&46695670&96234299&119278464&140777545&142818716&46695670&96234299&131202456&140777545&171084730&171380715&38403251&46695670&96234299&131202456&140777545&171084730&171380715&15099524&38403251&96234299&131202456&140777545&171084730&171380715&3590362&15099524&38403251&131202456&140777545&171084730&171380715&3590362&15099524&38403251&60220409&131202456&140777545&171084730&171380715&3590362&15099524&25024417&38403251&60220409&131202456&171084730&171380715&1376584&3590362&15099524&25024417&38403251&60220409&1376584&3590362&25024417&60220409&87604826&154855257&1376584&3115753&3590362&25024417&60220409&87604826&154855257&1376584&3115753&25024417&60220409&87604826&118127313&154855257&1376584&3115753&25024417&69808959&87604826&118127313&154855257&1376584&3115753&31257608&69808959&87604826&118127313&154855257&1376584&3115753&7810110&31257608&69808959&87604826&118127313&154855257&1376584&3115753&7810110&31257608&69808959&87604826&118127313&154855257&212173599&3115753&7810110&31257608&69808959&87604826&118127313&154855257&161873078&212173599
158550010,75212709&61793646&75740214&85628567
158634002,3695855&178647053&91609282&116693182&4570763&46979548&161671955&190222721&84037600&12573073&27528495&6302446&6302446&11529818&47313430&206099556&3621937&163152772&173120946&86388817&759665&113677567&53050492&23804697&14665308&23804697
158650368,183284020&28759142&215229535&178018959&16092050
159127371,1237927&91147157&80908103&25957268&59895471&1918921&43909293&20091664&51418134&152443074&200541116&116284679&116284679&8342071&116284679
